Quality	#1 ID	#2 ID	#1 String	#2 String
0	3530	13234	After losing every battle.	I woke up on the roadside daydreaming 'bout the way things areally are,
0	3531	13235	Visions of your smoking tone shoot through my head and are making me see stars.	You hurt the ones that I love best, then cover up the truth with lies,
0	3532	13236	One day you'll be in the grave, flies buzzing around your eyes,	Blood on your saddle.
0	3533	13237	Idiot wind blowing through the flowers on your tomb,	Blowing through the curtains in your room,
0	3534	13238	Idiot wind blowing every time you move your mouthteeth,	You're an idiot, babe, it's a wonder that you still can even breathe.
0	3535	13239	It was gravity which pulled us down and destiny which broke us apart,	You tamed the lion in my cage, but it wasn't enough to change my heart.
0	3536	13240	Now everything's a little upside down  as a matter of fact, the wheels have stopped,	What's good is bad, what's bad is good, you'll find out when you reach the top
0	3537	13241	You are on the bottom.	I noticed at the ceremony that your corrupt ways had finally made you blind,
0	3538	13242	I can't recall your face anymore, your mouth has changed and your eyes don't look into mine.	The priest wore black on the seventh day, sat stonefaced while the building burned,
0	3539	13243	I waited for you on the running boards near the cypress tree while the springtime turned	Slowly into autumn.
0	3540	13244	Idiot wind blowing like a circle around my skull,	From the Grand Coulee Dam to the Capitol,
0	3541	13245	Idiot wind blowing every time you move your teeth,	You're an idiot, babe, it's a wonder that you still know how to breathe.
0	3542	13246	I can't feel you anymore, I can't even touch the clothes you wear,	Every time I come into your door, you leave me standing in the middle of the air.
0	3543	13247	Down the highway, down the tracks, down the road to ecstasy,	I followed you beneath the stars, hounded by your memory
0	3544	13248	And all your raging glory.	I've been doublecrossed now for the very last time and I think I finally see,
0	3545	13249	I kissed goodbye the howling beast on the borderline which separated you from me.	You'll never know the hurt I suffered, nor the pain I'd rise above
0	3546	13250	And I'll never know the same about you, your holiness, or your kind of love	And it makes me feel so sorry.
0	3547	13251	Idiot wind blowing through the buttons of our coat,	Blowing through the letters that we wrote,
0	3548	13252	Idiot wind blowing through the dust upon our shelves,	We're idiots, babe, it's a wonder we can even feed ourselves.
0	3549	13253	Sixteen years, sixteen banners united	Over the fields where the good shepherd grieves,
0	3550	13254	Desperate men, desperate women divided,	Spreading their wings 'neath the falling leaves,
0	3551	13255	Fortune calls, I step forth from the shadows	To the marketplace, merchants and thieves hungry for power,
0	3552	13256	My last deal gone down, she's smelling sweet like the meadows	Where she was born on midsummer's eve near the tower.
0	3553	13257	The coldblooded moon, the captain waits above the celebration,	Sending his thoughts to a beloved maid,
0	3554	13258	Whose ebony face is beyond communication,	The captain is down, but still believing that his love will be repaid.
0	3555	13259	They shaved her head, she was torn between Jupiter and Apollo,	A messenger arrived with a black nightingale,
0	3556	13260	I seen her on the stairs and I couldn't help but follow	Follow her down past the fountain, where they lifted her veil.
0	3557	13261	I struggled to my feet, I rode past destruction in the ditches	With the stitches still mending 'neath a heartshaped tattoo,
0	3558	13262	Renegade priests and treacherous, young witches	Were handing out the flowers that I'd given to you.
0	3559	13263	The palace of mirrors, where dogsoldiers are reflected,	The endless road and the wailing of chimes,
0	3560	13264	The empty rooms, where her memory is protected,	Where the angels' voices whisper to the souls of previous times.
0	3561	13265	She wakes him up fortyeight hours later, the sun is breaking	Near broken chains, mountain laurel, and rolling rocks,
0	3562	13266	She's begging to know what measures he now will be taking,	He's pulling her down and she's clutching onto his long, golden locks.
0	3563	13267	"""Gentlemen,"" he said, ""I don't need your organization,"	I've shined your shoes, I've moved your mountains and marked your cards,
0	3564	13268	But Eden is burning: either get ready for elimination	Or else your hearts must have the courage for the changing of the guards.
0	3565	13269	"""Peace will come with tranquility and the splendor"	On the wheels of fire, but will offer no reward
0	3566	13270	Where the false idols fall and cruel death surrenders	"With its pale ghost retreating between the king and the queen of swords."""
1	3567	13271	I had a pony, her name was Lucifer,	I had a pony, her name was Lucifer,
0	3568	13272	She broke her leg and needed shooting,	I swear it hurt me more than it coulda hurted her.
1	3569	13273	Sometimes I wonder what's going on with Miss X,	Sometimes I wonder what's going on with Miss X,
0	3570	13274	She got such a sweet disposition	I never know what the poor girl's gonna do to me next.
1	3571	13275	I got a new pony, she knows how to foxtrot, lope, and pace,	Well, I got a new pony, she knows how to foxtrot, lope, and pace,
0	3572	13276	She got great big hind legs,	Long, black, shaggy hair hanging in her face.
1	3573	13277	Everybody says you're using voodoo, I've seen your feet walk by themselves,	Oh, well, everybody says you're using voodoo, I've seen your feet walk by themselves,
0	3574	13278	Oh, baby, but that god that you been praying to	Gonna give you back what you wishing on someone else.
1	3575	13279	Come over here, pony, I wanna climb up one time on you,	Well, come over here, pony, I wanna climb up one time on you,
0	3576	13280	You knowso nasty and you're so bad,	But I swear I love you, yes, I do.
0	3577	13281	In death you face life with a child and a wife who sleepwalks through your dreams into walls,	"You're a soldier of mercy and you're cold and you curse, ""He who cannot be trusted must fall."""
1	3578	13282	Loneliness, tenderness,	High society, notoriety.
0	3579	13283	You fight for the throne and you travel alone, unknown as you slowly sink	And there's no time to think.
0	3580	13284	In the Federal City you been blown and shown pity in secret for pieces of change,	The empress attracts you, but oppression distracts you, it makes you feel violent and strange.
1	3581	13285	Memory, ecstasy,	Tyranny, hypocrisy.
0	3582	13286	Betrayed by a kiss on a cool night of bliss in the valley of a missing link	And there's no time to think.
0	3583	13287	Judges will haunt you, the country priestess will want you, her worst is better than best,	I've seen all these decoys through a set of deep turquoise eyes and I feel so depressed.
1	3584	13288	China doll, alcohol,	Duality, mortality.
0	3585	13289	Mercury rules you and destiny fools you like the plague with a dangerous wink	And there's no time to think.
0	3586	13290	Your conscience betrayed you when some tyrant waylaid you where the lion lies down with the lamb,	I'd'a paid the traitor and killed him much later, but that's just the way that I am.
1	3587	13291	Paradise, sacrifice,	Mortality, reality.
0	3588	13292	But the magician is quicker and his game is much thicker than blood and blacker than ink	And there's no time to think.
0	3589	13293	Vomit and jealousy's all that he sells us, he's contented when you're under his thumb,	Madmen oppose him, your kindness throws him, to survive it you play deaf and dumb.
1	3590	13294	Equality, liberty,	Humility, simplicity.
0	3591	13295	You glance through the mirror and there's eyes staring clear at the back of your head as you drink	And there's no time to think.
0	3592	13296	Warlords of sorrow and queens of tomorrow will offer their heads for a prayer,	You can't find no salvation, have no expectations any time, any place, anywhere.
1	3593	13297	Mercury, gravity,	Nobility, humility.
0	3594	13298	You know you can't keep her and the water gets deeper that is leading you onto the brink	And there's no time to think.
0	3595	13299	You've murdered your vanity, burned your sanity for pleasure you must now resist,	Lovers obey you, but they cannot sway you, they're not even sure you exist.
1	3596	13300	Socialism, hypnotism,	Patriotism, materialism.
0	3597	13301	Fools making laws for the breaking of jaws and the sound of the keys as they clink	And there's no time to think.
0	3598	13302	The bridge that you travel on goes to the Babylon girl with the rose in her hair,	Starlight in the east, you're finally released, you're stranded with nothing to share.
1	3599	13303	Loyalty, unity,	Epitome, rigidity.
0	3600	13304	You turn around for one real last glimpse of Camille 'neath the moonshine, bloody and pink,	And there's no time to think.
0	3601	13305	Bullets can harm you and death can disarm you, but, no, you will not be deceived,	Stripped of all virtue as you crawl through the dirt, you can give but you cannot receive.
0	3602	13306	No time to choose when the truth must die,	No time to lose or say goodbye,
0	3603	13307	No time to prepare for the victim that's there, no time to suffer or blink,	And no time to think.
0	3604	13308	You been down to the bottom with a bad man, babe,	But you're back where you belong.
0	3605	13309	Go get me my pistol, babe,	Honey, I can't tell right from wrong.
1	3606	13310	Baby, please stop crying, stop crying, stop crying,	Baby, please stop crying, stop crying, stop crying,
0	3607	13311	Baby, please stop crying,	You know I know the sun will always shine,
0	3608	13312	But, baby, please stop crying 'cause it's tearing up my mind.	Go down to the river, babe,
0	3609	13313	Honey, I will meet you there,	Go down to the river, babe,
0	3610	13314	Honey, I will pay your fare.	Baby, please stop crying, stop crying, stop crying,
0	3611	13315	Baby, please stop crying, stop crying, stop crying,	Baby, please stop crying,
0	3612	13316	You know I know the sun will always shine,	But, baby, please stop crying 'cause it's tearing up my mind.
0	3613	13317	If you're looking for assistance, babe,	Or if you just want some company
0	3614	13318	Or if you just want a friend you can talk to,	Honey, come and see about me.
1	3615	13319	Baby, please stop crying, stop crying, stop crying,	Baby, please stop crying, stop crying, stop crying,
0	3616	13320	Baby, please stop crying,	You know I know the sun will always shine,
0	3617	13321	But, baby, please stop crying 'cause it's tearing up my mind.	You been hurt so many times
0	3618	13322	And I know what you're thinking of,	Well, I don't have to be no doctor, babe,
0	3619	13323	To see that you're madly in love.	But, baby, please stop crying, stop crying, stop crying,
0	3620	13324	Baby, please stop crying, stop crying, stop crying,	Baby, please stop crying,
0	3621	13325	You know I know the sun will always shine,	But, baby, please stop cryingit's tearing up my mind.
0	3622	13326	Do you love me or are you just extending goodwill?	Do you need me half as bad as you say or are you just feeling guilt?
0	3623	13327	I've been burned before and I know the score, so you won't hear me complain.	Will I be able to count on you or is your love in vain?
0	3624	13328	Are you so fast that you cannot see that I must have solitude?	When I am in the darkness, why do you intrude?
0	3625	13329	Do you know my world, do you know my kind, or must I explain?	Will you let me be myself or is your love in vain?
0	3626	13330	Well, I've been to the mountain and I've been in the wind,	I've been in and out of ahappiness,
0	3627	13331	I have dined with kings, I've been offered wings,	And I've anever been too impressed.
0	3628	13332	Alright, I'll take a chance, I will fall in love with you.	If I'm a fool, you can have the night  you can have the morning, too.
0	3629	13333	Can you cook and sew, make flowers grow, do you understand my pain?	Are you willing to risk it all or is your love in vain?
0	3630	13334	Can you cook and sew, make flowers grow, do you understand my pain?	Are you willing to risk it all or is your love in vain?
0	3631	13335	Senor, Senor, can you tell me where we're heading,	Lincoln County Road or Armageddon?
0	3632	13336	Seem like I been down this way before,	Is there any truth in that, Senor?
0	3633	13337	Senor, Senor, do you know where she's hiding?	How long are we gonna be riding?
0	3634	13338	How long must I keep my eyes glued to the door?	Will there be any comfort there, Senor?
0	3635	13339	There's a wicked wind still blowing on that upper deck,	There's an Iron Cross still hanging down from around her neck,
0	3636	13340	There's a marching band still playing in that vacant lot	"Where she held me in her arms one time and said, ""Forget me not."""
0	3637	13341	Senor, Senor, I can see that painted wagon,	Smell the tail of the dragon,
0	3638	13342	Can't stand the suspense anymore	Can you tell me who to contact here, Senor?
0	3639	13343	Well, the last thing I remember before I stripped and kneeled	Was that trainload of fools bogged down in a magnetic field,
0	3640	13344	A gypsy with a broken flag and a flashing ring,	"She said, ""Son, this ain't a dream no more, it's the real thing."""
0	3641	13345	Senor, Senor, you know, their hearts're as hard as leather,	Well, give me a minute, let me get it together,
0	3642	13346	Just gotta pick myself up off the floor.	I'm ready when you are, Senor.
0	3643	13347	Senor, Senor, let's overturn these tables,	Disconnect these cables
0	3644	13348	This place don't make sense to me no more!	Can you tell me what we're waiting for, Senor?
0	3645	13349	I'm getting weary looking in my baby's eyes,	When she's near me, she's so hard to recognize,
0	3646	13350	But I finally realize there's no room for regret:	True love, true love, true love tends to forget.
1	3647	13351	Hold me, baby, be near,	You told me that you'd be sincere,
0	3648	13352	But every day of the year like playing Russian roulette.	True love, true love, true love tends to forget.
0	3649	13353	I was lying down in the reeds without any oxygen,	I saw you in the wilderness among the men,
0	3650	13354	I saw you drift into infinity and come back again,	All you got to do is wait and I'll tell you when.
1	3651	13355	You're a tearjerker, baby, but I'm under your spell,	You're a hard worker, baby, but I know you well
0	3652	13356	And this weekend in hell is making me sweat.	True love, true love, true love tends to forget.
0	3653	13357	I was lying down in the reeds without any oxygen,	I saw you in the wilderness among the men,
0	3654	13358	Saw you drift into infinity and come back again,	All you got to do is wait and I'll tell you when.
0	3655	13359	You belong to me, baby, without a doubt,	Don't forsake me, baby, don't sell me out,
0	3656	13360	Don't keep me knocking about from Mexico to Tibet.	True love, true love, true love tends to forget,
1	3657	13361	True love, true love, true love tends to forget,	True love, true love, true love tends to forget,
0	3658	13362	I think we better talk this over,	Maybe when we both get sober,
0	3659	13363	You'll understand I'm only a man doing the best that I can.	This situation can only get rougher,
0	3660	13364	Why should we needlessly suffer?	Let's call it a day, go our own different ways before we decay.
0	3661	13365	You don't have to be afraid of looking ainto my face,	We've done nothing to each other time will not erase.
0	3662	13366	I feel displaced, I got a lowdown feeling:	You been twofaced, you been doubledealing.
0	3663	13367	I took a chance, got caught in the trance of a downhill dance.	Oh, child, why you wanna hurt me?
0	3664	13368	I'm exiled, you can't convert me,	I'm lost in the haze of your delicate ways with both eyes glazed.
0	3665	13369	You don't have to yearn for love, you don't have to be alone,	Somewheres in this universe there's a place that you can call home.
0	3666	13370	I guess I'll be leaving tomorrow	If I have to beg, steal, or borrow,
0	3667	13371	It'd be great to cross paths in a day and a half, look at each other and laugh.	But I don't think it's liable to happen 
0	3668	13372	Like the sound of aone hand clapping:	The vows that we kept are now broken and swept 'neath the bed where we slept.
0	3669	13373	Don't think of me and fantasize on what we've never had,	Be grateful for what we've shared together and be glad.
0	3670	13374	Why should we go on watching each other through a telescope?	Eventually we'll hang ourselves on all this tangled rope.
0	3671	13375	Oh, baby, time for a new transition,	I wish I awas a magician,
0	3672	13376	There's a long distance train rolling through the rain,	Tears on the letter that I write,
0	3673	13377	There's a woman I long to touch and I'm missing her so much,	But she's drifting like a satellite,
0	3674	13378	There's a neon light ablaze in a green, smoky haze	And laughter down on Elizabeth Street,
0	3675	13379	There's a lonesome belltone in that valley of stone,	Where she bathed in a stream of pure heat.
0	3676	13380	Her father would emphasize you got to be more than streetwise,	But he practiced what he preached from the heart,
0	3677	13381	A fullblooded Cherokee, he predicted it to me,	The time and the place that we'd part.
0	3678	13382	There's a babe in the arms of a woman in a rage	And a longtime, goldenhaired stripper onstage
0	3679	13383	And she winds back the clock and she turns back the page of a book that nobody can write	Oh, where are you tonight?
0	3680	13384	The truth was obscure, too profound and too pure,	To live it you had to explode.
0	3681	13385	In that last hour of need we entirely agreed:	Sacrifice was the code of the road.
0	3682	13386	I left town at dawn with Marcel and St. John,	Strong men belittled by doubt,
0	3683	13387	I couldn't tell her what my private thoughts were,	But she had some way of finding them out.
0	3684	13388	He took deadcenter aim, but he missed just the same,	She was waiting, putting flowers on the shelf.
0	3685	13389	She could feel my despair as I climbed up her hair	And discovered her invisible self.
0	3686	13390	There's a lion in the road, there's a demon escaped,	There's a million dreams gone, there's a landscape being raped
0	3687	13391	As her beauty fades and I watch her undrapewell, I won't, but then maybe again I might	Oh, if I could just find you tonight!
0	3688	13392	I fought with my twin, that enemy within,	Till both of us fell by the way,
0	3689	13393	Horseplay and disease is killing me by degrees	While the law looks the other way.
0	3690	13394	Your partners in crime hit me up for nickels and dimes,	The man you were loving could never get clean.
0	3691	13395	It felt out of place, my foot in his face,	But he shoulda stayed where his money was green.
0	3692	13396	I bit into the root of forbidden fruit	With the juice running down my leg,
0	3693	13397	I've dealt with your boss, who'd never known about loss,	Who always was too proud to beg.
0	3694	13398	There's a whitediamond gloom on the dark side of this room	And a pathway that leads up to the stars.
0	3695	13399	If you don't believe there's a price for this sweet paradise,	Just remind me to show you the scars.
0	3696	13400	There's a new day at dawn and I've finally arrived,	If I'm there in the morning, baby, you'll know I've survived
0	3697	13401	I can't believe it! I can't believe I'm alive, but without you it doesn't seem right	Oh, where are you tonight?
0	3698	13402	Hey, Mr. Tambourine Man, play a song for me,	I'm not sleepy and there is no place I'm going to.
0	3699	13403	Hey, Mr. Tambourine Man, play a song for me,	In the jinglejangle morning I'll come following you.
0	3700	13404	Though I know that evening's empire has returned into sand,	Vanished from my hand,
0	3701	13405	Left me blindly here to stand, but still not sleeping,	My weariness amazes me, I'm branded on my feet,
0	3702	13406	I have no one to meet,	And the ancient, empty street's too dead for dreaming.
0	3703	13407	Hey, Mr. Tambourine Man, play a song for me,	I'm not sleepy and there is no place I'm going to.
0	3704	13408	Hey, Mr. Tambourine Man, play a song for me,	In the jinglejangle morning I'll come following you.
0	3705	13409	Take me disappearing through the smokerings of my mind,	Down the foggy ruins of time,
1	3706	13410	Far past the frozen leaves,	The haunted, frightened trees,
0	3707	13411	Out to the windy beach,	Far from the twisted reach of crazy sorrow.
0	3708	13412	Yes, to dance beneath the diamond sky with one hand waving free,	Silhouetted by the sea,
0	3709	13413	Circled by the circus sands,	With all memory and fate
0	3710	13414	Driven deep beneath the waves,	Let me forget about today until tomorrow.
0	3711	13415	Hey, Mr. Tambourine Man, play a song for me,	I'm not sleepy and there is no place I'm going to.
0	3712	13416	Hey, Mr. Tambourine Man, play a song for me,	In the jinglejangle morning I'll come following you.
0	3713	13417	Hey, Mr. Tambourine Man, play a song for me,	I'm not sleepy and there is no place I'm going to.
0	3714	13418	Hey, Mr. Tambourine Man, play a song for me,	In the jinglejangle morning I'll come following you.
0	3715	13419	'Twas in another lifetime, one of toil and blood,	Blackness was a virtue and the road was full of mud,
0	3716	13420	I came in from the wilderness a creature void of form:	"""Come in,"" she said, ""I'll give you shelter from the storm."""
0	3717	13421	If I pass this way again, you can rest assured,	I'll always ado my best for her, on that I give my word:
0	3718	13422	In a world of steeleyed death and men who are fighting to be born,	"""Come in,"" she said, ""I'll give you shelter from the storm."""
0	3719	13423	I was burned out from exhaustion, I was buried in the hail,	Poisoned in the bushes, blown out on the trail,
0	3720	13424	Hunted like a crocodile, ravaged in the corn:	"""Come in,"" she said, ""I'll give you shelter from the storm."""
0	3721	13425	Suddenly I turned around, she was standing there	With silver bracelets on her wrists, flowers in her hair,
0	3722	13426	She walked up to me so gracefully and she took my crown of thorns,	"""Come in,"" she said, ""I'll give you shelter from the storm."""
0	3723	13427	Well, I've heard newborn babies wailing like a mourning dove	And old men with broken teeth, stranded, without love 
0	3724	13428	Do I understand your question, man, is it hopeless and forlorn?	"""Come in,"" she said, ""I'll give you shelter from the storm."""
0	3725	13429	The deputy walks on ahard nails and the preacher rides a mount,	Nothing really matters much, it's doom alone that counts
0	3726	13430	And the oneeyed undertaker, he blows a futile horn:	"""Come in,"" she said, ""I'll give you shelter from the storm."""
0	3727	13431	In a little hilltop village they gambled for my clothes,	I offered for salvation and they give me a lethal dose,
0	3728	13432	I offered up my innocence, got repaid with scorn:	"""Come in,"" she said, ""I'll give you shelter from the storm."""
0	3729	13433	I'm living in a foreign country, but I'm bound to cross the line,	Beauty walks on a razor's edge, someday I'll make it mine
0	3730	13434	If I could only turn back the clock to when God and her were born:	"""Come in,"" she said, ""I'll give you shelter from the storm."""
1	3731	13435	My love, she speaks like silence,	Without ideals or violence,
0	3732	13436	Doesn't have to say she's faithful,	Yet she's true like ice, like fire.
0	3733	13437	People carry roses,	Make promises by the hour;
0	3734	13438	My love, she laughs like the flowers,	Valentines can't buy her.
0	3735	13439	In the dimestores and busstations	People talk over situations,
0	3736	13440	Read books and repeat quotations,	Draw conclusions on the wall.
0	3737	13441	Some speak of the future;	My love, she speaks softly,
1	3738	13442	Knows there's no success like failure	And that failure's no success at all.
1	3739	13443	Cloak and dagger dangles,	Madams light the candles,
0	3740	13444	In ceremonies of the horsemen	Even a pawn must hold a grudge.
0	3741	13445	Statues made of matchsticks	Crumble into one another;
0	3742	13446	My love winks, she doesn't bother,	She knows too much to argue or to judge.
1	3743	13447	The bridge at midnight trembles,	The country doctor rambles,
0	3744	13448	Bankers' nieces seek perfection,	Expecting all the gifts that wise men bring.
1	3745	13449	The wind howls like a hammer,	The night blows cold and rainy,
0	3746	13450	My love, she's like some raven	At my window with a broken wing.
0	3747	13451	You walk into the room with your pencil in your hand,	"You see someone naked and you say, ""Who is that man?"""
0	3748	13452	You try so hard, but you don't understand	Just what you're gonna say when you get home.
0	3749	13453	But something is happening, but you don't know what it is, do you, Mr. Jones?	"You sneak into the window and you say, ""Is this where it is?"""
0	3750	13454	"Somebody points his finger at you and says, ""It's his."""	"And you say, ""What's mine?"" Someone else says, ""Where what is?"""
0	3751	13455	"You say, ""Oh, my God, am I here all alone?"""	Something is happening, but you don't know what it is, do you, Mr. Jones?
0	3752	13456	You hand in your ticket to go see the geek,	Who walks up to you when he hears you speak
0	3753	13457	"And says, ""How does it feel to be such a freak?"""	"And you say, ""Impossible!"" as he hands you a bone."
0	3754	13458	Something is happening and you don't know what it is, do you, Mr. Jones?	You have many contacts out there among the lumberjacks
0	3755	13459	To get you facts if someone attacks your imagination.	And no one has any respect, anyway they just expect
0	3756	13460	You to hand over your check to taxdeductible charity organizations.	The sword swallower walks up to you and he kneels,
0	3757	13461	He crosses himself and then he clicks his high heels,	And without further notice asks you how it feels
0	3758	13462	"And says, ""Here's your throat back. Thanks for the loan."""	Something is happening and you don't know what it is, do you, Mr. Jones?
0	3759	13463	You crawl into the room like a camel and you frown,	You put your eyes in your pocket and you put your nose into the ground.
0	3760	13464	There oughtta be a law against you coming around,	You got to be made to be wearing a telephone.
0	3761	13465	Well, it ain't no use to sit and wonder why, babe,	If'n you don't know by now,
0	3762	13466	It ain't no use to sit and wonder why, babe,	It don't matter anyhow.
0	3763	13467	When your rooster crows at the break of dawn,	Look out your window, I'll be gone,
0	3764	13468	You're the reason I'm atraveling on,	Don't think twice, it's alright, babe,
0	3765	13469	Don't think twice, it's alright.	It ain't no use in turning on your light, babe,
0	3766	13470	The light I never knowed,	And it ain't no use in turning on your light, babe,
0	3767	13471	I'm on the dark side of the road.	Still, I wish there was something that you would do or say
0	3768	13472	To try and make me change my mind and stay,	But we never did too much talking anyway,
1	3769	13473	Don't think twice, it's alright, babe,	Don't think twice, it's alright.
0	3770	13474	It ain't no use in calling out my name, babe,	Like you never did before,
0	3771	13475	And it ain't no use in calling out my name, babe,	I can't ahear you anymore.
0	3772	13476	I'm athinking and awondering, walking all the way down the road,	I once loved a woman that's a child, I'm told,
0	3773	13477	I give her my heart, but she wanted my soul,	Don't think twice, it's alright, babe,
0	3774	13478	Don't think twice, it's alright.	So, I'm awalking down that long, lonesome road, babe,
0	3775	13479	Where I'm bound I can't tell,	But goodbye's too good a word, babe,
0	3776	13480	"So I'll just say, ""Fare thee well."""	I ain't saying you treated me unkind,
0	3777	13481	You coulda done better, but I don't mind,	You just kinda wasted my precious time,
1	3778	13482	Don't think twice, it's alright,	It's alright,
1	3779	13483	It's alright,	It's alright,
1	3780	13484	It's alright,	It's alright,
1	3781	13485	It's alright,	It's alright,
1	3782	13486	It's alright,	It's alright,
1	3783	13487	I ain't gonna work on Maggie's farm no more,	I ain't gonna work on Maggie's farm no more.
0	3784	13488	Well, I wake up in the morning, fold my hands and pray for rain,	Got a head full of ideas that are driving me insane,
0	3785	13489	It's a shame the way she makes me scrub the floor.	I ain't gonna work for Maggie's brother no more,
0	3786	13490	I ain't gonna work for Maggie's brother no more.	He hands you a nickel and he hands you a dime,
0	3787	13491	"Asks you with a grin, ""Are you having a good time?"""	Then he fines you every time you slam the door.
1	3788	13492	I ain't gonna work for Maggie's pa no more,	I ain't gonna work for Maggie's pa no more.
0	3789	13493	Talks to servants about man and God and law,	Everybody says he's the brains behind ma.
0	3790	13494	68, but says he's 24.	I ain't gonna work for Maggie's ma no more,
0	3791	13495	I ain't gonna work for Maggie's ma no more.	Well, she puts her cigar out in my face just for kicks,
0	3792	13496	Her bedroom window, it is made outta bricks.	The National Guard stands around the door.
1	3793	13497	I ain't gonna work on Maggie's farm no more,	I ain't gonna work on Maggie's farm no more.
1	3794	13498	I try my best to be just like I am,	Everybody wants you to be just like them,
0	3795	13499	"They say ""Sing!"" while you slave  I get bored."	"Thank you, that was called ""Maggie's Farm""."
0	3796	13500	Your breath is sweet, your eyes are like two jewels in the sky,	Your back is straight, your hair is smooth on the pillow where you lie,
0	3797	13501	I don't sense affection  no, no gratitude or love,	Your loyalty is anot to me, but to the stars above.
0	3798	13502	One more cup of coffee for the road,	One more cup of coffee 'fore I go to the valley below.
0	3799	13503	Your daddy, he's an outlaw and a wanderer by trade,	He'll teach you how to pick and choose and how to throw the blade,
0	3800	13504	He oversees his kingdom, where no stranger does intrude,	His voice, it trembles as he calls out for another plate of food.
0	3801	13505	One more cup of coffee for the road,	One more cup of coffee 'fore I go to the valley below.
0	3802	13506	Your sister sees the future like your mama and yourself,	She never learned to read or write, there's no books upon her shelf,
0	3803	13507	And her pleasure knows no limits, her voice is like a meadowlark,	But her heart is like an ocean, so mysterious and dark.
0	3804	13508	One more cup of coffee for the road,	One more cup of coffee before I go to the valley below.
0	3805	13509	Once upon a time you dressed so fine,	Threw the bums a dime in your prime, didn't you?
0	3806	13510	"People'd call, say, ""Beware, doll,"	"You're bound to fall""  you thought they were all kidding you."
0	3807	13511	You used to laugh about	Everybody that was hanging out;
1	3808	13512	Now you don't talk so loud,	Now you don't seem so proud
0	3809	13513	About having to be scrounging around for your next meal 	How does it feel,
1	3810	13514	How does it feel,	To be without a home,
1	3811	13515	With no direction home,	Like a complete unknown,
0	3812	13516	Like a rolling stone?	You gone to the finest school, alright, Ms. Lonely,
0	3813	13517	But you know you only used to get juiced in it,	Nobody's ever taught you how to live out on the street
0	3814	13518	And you find out now you're gonna have to get used to it.	You said you'd never compromise
0	3815	13519	With the mystery tramp, but now you realize	He's not selling any alibis,
0	3816	13520	You stare into the vacuum of his eyes	"And say, ""Do you want to make a deal?"""
1	3817	13521	How does it feel,	How does it feel,
1	3818	13522	To be without a home,	With no direction home,
1	3819	13523	Like a complete unknown,	Like a rolling stone?
0	3820	13524	Oh, you never turned around to see the frowns	On the jugglers and the clowns when they all came down to do tricks for you,
0	3821	13525	You never understood that it ain't no good,	You shouldn't let other people get your kicks for you.
0	3822	13526	You used to ride the chrome horse with your diplomat,	Who carried on his shoulder a Siamese cat 
0	3823	13527	Ain't it hard when you discover that	He really wasn't where it's at
0	3824	13528	After he's taken everything that he can steal?	How does it feel,
1	3825	13529	How does it feel,	To be without a home,
1	3826	13530	With no direction home,	Like a complete unknown,
0	3827	13531	Like a rolling stone?	Princess on the steeple and all pretty people,
0	3828	13532	They're all drinking, thinking they got it made,	Exchanging all precious gifts and things,
0	3829	13533	But you'd better take your diamond ring down and pawn it, babe.	You used to be so amused
0	3830	13534	At Napoleon in rags and the language that he used 	Go to him now, he calls you, you can't refuse:
0	3831	13535	When you ain't got nothing, you got nothing to lose 	You're invisible, you've got no secrets to conceal.
1	3832	13536	How does it feel,	How does it feel,
1	3833	13537	To be without a home,	With no direction home,
1	3834	13538	Like a complete unknown,	Like a rolling stone?
0	3835	13539	They say everything can be replaced,	Yet every distance is not near,
0	3836	13540	So I remember every face	Of every man who put me here.
0	3837	13541	I see my light come shining from the west out to the east,	Any day now, any day now, I shall be released.
0	3838	13542	Yonder down here in this lonely crowd	There's a man who swears he's not to blame.
0	3839	13543	All day long I hear him crying out so loud,	Crying out that he been framed.
0	3840	13544	I see my light come shining from the west out to the east,	Any day now, oh, any day now, I shall be released.
0	3841	13545	They say every man need protection,	They tell me every man must fall,
0	3842	13546	But I swear I see my reflection	Somewhere so high above this wall.
0	3843	13547	I see my light come shining from the west out to the east,	Any day now, oh, any day now, I shall be released,
1	3844	13548	I shall be released,	I shall be released,
1	3845	13549	I shall be released,	I shall be released.
0	3846	13550	Here's an unrecorded song. See if you can guess which one it is.	Do you love me or are you just extending goodwill?
0	3847	13551	Do you need me half as bad as you say or are you just feeling guilt?	I've been burned before and I know the score, so you won't hear me complain.
0	3848	13552	Will I be able to count on you or is your love in vain?	Are you so fast that you cannot see that I must have solitude?
0	3849	13553	When I am in the darkness, why must you intrude?	Do you know my world, do you know my kind, or must I explain?
0	3850	13554	Will you let me be myself or is your love in vain?	Well, I've been to the mountain and I've been in the wind,
0	3851	13555	I've been in and out of happiness,	I have dined with kings, I've been offered wings,
0	3852	13556	And I've never been too impressed.	Alright, I'll take a chance, I will fall in love with you.
0	3853	13557	If I'm a fool, you can have the night  you can have the morning, too.	Can you cook and sew, make flowers grow, do you understand my pain?
0	3854	13558	Are you willing to risk it all or is your love in vain?	Can you cook and sew, make flowers grow, do you understand my pain?
0	3855	13559	Are you willing to risk it all or is your love in vain?	Thank you.
0	3856	13560	Well, I just reached a place where I can't stay awake,	I got to leave you, baby, before my heart will break,
